"month","subject","checkouts"
2016-12-01,medical,867
2016-12-01,true crime,852
2016-12-01,juvenile nonfiction,798
2016-12-01,literary criticism,786
2016-12-01,folklore,770
2016-12-01,reference,737
2016-12-01,home design & décor,669
2016-12-01,technology,637
2016-12-01,economics,613
2016-12-01,finance,605
2016-12-01,crafts,577
2016-12-01,music,526
2016-12-01,language arts,514
2016-12-01,art,493
2016-12-01,quick and easy cooking,487
2016-12-01,cooking natural foods,470
2016-12-01,spanish language materials,445
2016-12-01,education,429
2016-12-01,baking,421
2016-12-01,careers,346
2016-12-01,computer technology,326
2016-12-01,self help,317
2016-12-01,pets,301
2016-12-01,gardening,276
2016-12-01,mathematics,231
2016-12-01,law,218
2016-12-01,anecdotes,205
2016-12-01,guidebooks,129
2016-11-01,biography & autobiography,10150
2016-11-01,history,7708
2016-11-01,cookbooks,6248
2016-11-01,business,4344
2016-11-01,self-improvement,4304
2016-11-01,sociology,4073
2016-11-01,cooking & food,2798
2016-11-01,politics,2636
2016-11-01,humor (nonfiction),2505
2016-11-01,health & fitness,2369
2016-11-01,science,2340
2016-11-01,songs,2274
2016-11-01,psychology,2191
2016-11-01,family & relationships,1997
2016-11-01,religion & spirituality,1958
2016-11-01,essays,1904
2016-11-01,travel,1500
2016-11-01,military,1228
2016-11-01,cooking,1218
2016-11-01,philosophy,1172
2016-11-01,performing arts,1153
2016-11-01,mythology,1031
2016-11-01,nature,1024
2016-11-01,new age,921
2016-11-01,autobiographies,869
2016-11-01,nonfiction comics,856
2016-11-01,sports & recreations,851
2016-11-01,biographies,816
2016-11-01,true crime,780
2016-11-01,folklore,729
2016-11-01,medical,715
2016-11-01,juvenile nonfiction,715
2016-11-01,literary criticism,714
2016-11-01,spanish language materials,656
2016-11-01,home design & décor,612
2016-11-01,reference,579
2016-11-01,technology,522
2016-11-01,crafts,521
2016-11-01,finance,518
2016-11-01,economics,479
2016-11-01,art,476
2016-11-01,language arts,459
2016-11-01,quick and easy cooking,453
2016-11-01,cooking natural foods,432
2016-11-01,music,398
2016-11-01,baking,382
2016-11-01,education,358
2016-11-01,pets,297
2016-11-01,careers,278
2016-11-01,computer technology,273
2016-11-01,law,258
2016-11-01,gardening,248
2016-11-01,mathematics,229
2016-11-01,self help,211
2016-11-01,anecdotes,184
2016-10-01,biography & autobiography,8685
2016-10-01,history,6136
2016-10-01,cookbooks,5569
2016-10-01,business,3938
2016-10-01,self-improvement,3806
2016-10-01,sociology,3278
2016-10-01,cooking & food,2364
2016-10-01,songs,2094
2016-10-01,health & fitness,2087
2016-10-01,humor (nonfiction),2055
2016-10-01,politics,2020
2016-10-01,science,2010
2016-10-01,family & relationships,1979
2016-10-01,psychology,1954
2016-10-01,religion & spirituality,1725
2016-10-01,essays,1522
2016-10-01,travel,1442
2016-10-01,performing arts,1022
2016-10-01,cooking,999
2016-10-01,nature,955
2016-10-01,military,945
2016-10-01,autobiographies,869
2016-10-01,true crime,781
2016-10-01,new age,758
2016-10-01,mythology,755
2016-10-01,sports & recreations,725
2016-10-01,philosophy,685
2016-10-01,nonfiction comics,646
2016-10-01,medical,613
2016-10-01,biographies,594
2016-10-01,literary criticism,587
2016-10-01,juvenile nonfiction,578
2016-10-01,spanish language materials,561
2016-10-01,folklore,560
2016-10-01,reference,530
2016-10-01,crafts,469
2016-10-01,cooking natural foods,454
2016-10-01,education,436
2016-10-01,economics,424
2016-10-01,technology,421
2016-10-01,art,410
2016-10-01,home design & décor,404
2016-10-01,finance,397
2016-10-01,language arts,396
2016-10-01,quick and easy cooking,389
2016-10-01,music,332
2016-10-01,baking,268
2016-10-01,careers,268
2016-10-01,pets,253
2016-10-01,gardening,239
2016-10-01,computer technology,209
2016-10-01,self help,201
2016-10-01,law,197
2016-10-01,mathematics,180
2016-10-01,anecdotes,124
2016-09-01,biography & autobiography,8621
2016-09-01,history,6210
2016-09-01,cookbooks,4815
2016-09-01,self-improvement,4010
2016-09-01,business,3958
2016-09-01,sociology,3556
2016-09-01,cooking & food,2114
2016-09-01,health & fitness,2098
2016-09-01,psychology,1948
2016-09-01,songs,1893
2016-09-01,science,1866
2016-09-01,family & relationships,1804
2016-09-01,politics,1800
2016-09-01,humor (nonfiction),1797
2016-09-01,religion & spirituality,1575
2016-09-01,travel,1545
2016-09-01,essays,1403
2016-09-01,military,1022
2016-09-01,performing arts,1004
2016-09-01,nature,896
2016-09-01,cooking,870
2016-09-01,sports & recreations,833
2016-09-01,medical,829
2016-09-01,mythology,822
2016-09-01,new age,796
2016-09-01,philosophy,760
2016-09-01,true crime,676
2016-09-01,nonfiction comics,659
2016-09-01,folklore,610
2016-09-01,literary criticism,597
2016-09-01,spanish language materials,584
2016-09-01,juvenile nonfiction,571
2016-09-01,home design & décor,502
2016-09-01,autobiographies,497
2016-09-01,reference,466
2016-09-01,economics,456
2016-09-01,art,440
2016-09-01,cooking natural foods,437
2016-09-01,technology,423
2016-09-01,finance,422
2016-09-01,language arts,404
2016-09-01,quick and easy cooking,387
2016-09-01,biographies,384
2016-09-01,crafts,364
2016-09-01,education,359
2016-09-01,music,335
2016-09-01,careers,274
2016-09-01,gardening,267
2016-09-01,baking,239
2016-09-01,pets,232
2016-09-01,mathematics,220
2016-09-01,law,193
2016-09-01,computer technology,181
2016-09-01,self help,161
2016-08-01,biography & autobiography,3076
2016-08-01,history,2145
2016-08-01,cookbooks,1625
2016-08-01,business,1254
2016-08-01,songs,1201
2016-08-01,sociology,1116
2016-08-01,self-improvement,1065
2016-08-01,health & fitness,847
2016-08-01,science,669
2016-08-01,humor (nonfiction),662
2016-08-01,cooking & food,656
2016-08-01,politics,604
2016-08-01,psychology,562
2016-08-01,religion & spirituality,562
2016-08-01,family & relationships,536
2016-08-01,travel,525
2016-08-01,nature,427
2016-08-01,essays,422
2016-08-01,cooking,384
2016-08-01,performing arts,330
2016-08-01,military,323
2016-08-01,new age,320
2016-08-01,autobiographies,301
2016-08-01,mythology,261
2016-08-01,nonfiction comics,255
2016-08-01,philosophy,251
2016-08-01,medical,250
2016-08-01,sports & recreations,244
2016-08-01,true crime,232
2016-08-01,technology,215
2016-08-01,juvenile nonfiction,206
2016-08-01,education,196
2016-08-01,literary criticism,189
2016-08-01,spanish language materials,187
2016-08-01,folklore,173
2016-08-01,art,157
2016-08-01,reference,155
2016-08-01,economics,149
2016-08-01,home design & décor,143
2016-08-01,music,139
2016-08-01,cooking natural foods,134
2016-08-01,quick and easy cooking,130
2016-08-01,finance,130
2016-08-01,crafts,112
2016-08-01,baking,104
2016-08-01,language arts,101
2016-07-01,biography & autobiography,5782
2016-07-01,history,3993
2016-07-01,cookbooks,3540
2016-07-01,business,2632
2016-07-01,self-improvement,2541
2016-07-01,sociology,2079
2016-07-01,health & fitness,1594
2016-07-01,songs,1542
2016-07-01,cooking & food,1443
2016-07-01,family & relationships,1383
2016-07-01,humor (nonfiction),1304
2016-07-01,science,1300
2016-07-01,psychology,1242
2016-07-01,religion & spirituality,1222
2016-07-01,politics,1155
2016-07-01,travel,982
2016-07-01,essays,872
2016-07-01,military,650
2016-07-01,performing arts,646
2016-07-01,nonfiction comics,630
2016-07-01,sports & recreations,612
2016-07-01,nature,609
2016-07-01,cooking,597
2016-07-01,mythology,570
2016-07-01,new age,556
2016-07-01,juvenile nonfiction,524
2016-07-01,true crime,509
2016-07-01,medical,492
2016-07-01,philosophy,478
2016-07-01,literary criticism,476
2016-07-01,autobiographies,394
2016-07-01,folklore,390
2016-07-01,finance,335
2016-07-01,spanish language materials,332
2016-07-01,home design & décor,328
2016-07-01,reference,315
2016-07-01,education,299
2016-07-01,art,282
2016-07-01,language arts,272
2016-07-01,crafts,265
2016-07-01,cooking natural foods,258
2016-07-01,economics,257
2016-07-01,music,247
2016-07-01,quick and easy cooking,217
2016-07-01,gardening,211
2016-07-01,technology,211
2016-07-01,mathematics,182
2016-07-01,baking,177
2016-07-01,careers,158
2016-07-01,computer technology,139
2016-07-01,pets,129
2016-07-01,law,120
2016-07-01,biographies,115
2016-06-01,biography & autobiography,2307
2016-06-01,cookbooks,1858
2016-06-01,history,1704
2016-06-01,business,1151
2016-06-01,songs,1146
2016-06-01,self-improvement,1067
2016-06-01,sociology,945
2016-06-01,health & fitness,747
2016-06-01,cooking & food,675
2016-06-01,psychology,612
2016-06-01,science,605
2016-06-01,humor (nonfiction),557
2016-06-01,politics,546
2016-06-01,religion & spirituality,509
2016-06-01,cooking,451
2016-06-01,travel,421
2016-06-01,family & relationships,381
2016-06-01,essays,337
2016-06-01,mythology,285
2016-06-01,philosophy,284
2016-06-01,performing arts,270
2016-06-01,nature,252
2016-06-01,literary criticism,250
2016-06-01,nonfiction comics,239
2016-06-01,medical,236
2016-06-01,juvenile nonfiction,232
2016-06-01,folklore,231
2016-06-01,education,224
2016-06-01,military,219
2016-06-01,new age,216
2016-06-01,sports & recreations,203
2016-06-01,spanish language materials,187
2016-06-01,autobiographies,181
2016-06-01,cooking natural foods,171
2016-06-01,true crime,170
2016-06-01,art,167
2016-06-01,technology,159
2016-06-01,finance,138
2016-06-01,quick and easy cooking,136
2016-06-01,music,134
2016-06-01,language arts,132
2016-06-01,economics,128
2016-06-01,reference,125
2016-06-01,gardening,112
2016-06-01,home design & décor,100
2016-05-01,biography & autobiography,3790
2016-05-01,history,2670
2016-05-01,cookbooks,2464
2016-05-01,self-improvement,1814
2016-05-01,business,1591
2016-05-01,songs,1299
2016-05-01,health & fitness,1134
2016-05-01,cooking & food,1118
2016-05-01,sociology,1114
2016-05-01,science,909
2016-05-01,psychology,840
2016-05-01,family & relationships,727
2016-05-01,politics,706
2016-05-01,religion & spirituality,706
2016-05-01,travel,684
2016-05-01,humor (nonfiction),613
2016-05-01,cooking,558
2016-05-01,sports & recreations,486
2016-05-01,essays,469
2016-05-01,philosophy,462
2016-05-01,nature,436
2016-05-01,medical,434
2016-05-01,performing arts,408
2016-05-01,military,390
2016-05-01,mythology,388
2016-05-01,new age,379
2016-05-01,nonfiction comics,362
2016-05-01,home design & décor,324
2016-05-01,literary criticism,296
2016-05-01,juvenile nonfiction,277
2016-05-01,autobiographies,260
2016-05-01,finance,256
2016-05-01,true crime,247
2016-05-01,education,227
2016-05-01,spanish language materials,223
2016-05-01,folklore,216
2016-05-01,gardening,210
2016-05-01,reference,204
2016-05-01,cooking natural foods,204
2016-05-01,art,196
2016-05-01,music,187
2016-05-01,technology,183
2016-05-01,language arts,173
2016-05-01,quick and easy cooking,168
2016-05-01,crafts,151
2016-05-01,law,123
2016-05-01,careers,121
2016-05-01,computer technology,107
2016-05-01,baking,103
2016-04-01,biography & autobiography,3996
2016-04-01,cookbooks,2835
2016-04-01,history,2800
2016-04-01,self-improvement,1779
2016-04-01,business,1692
2016-04-01,sociology,1647
2016-04-01,songs,1379
2016-04-01,health & fitness,1147
2016-04-01,cooking & food,1057
2016-04-01,science,963
2016-04-01,family & relationships,904
2016-04-01,psychology,883
2016-04-01,religion & spirituality,869
2016-04-01,politics,762
2016-04-01,travel,726
2016-04-01,humor (nonfiction),677
2016-04-01,medical,580
2016-04-01,cooking,551
2016-04-01,nature,502
2016-04-01,essays,463
2016-04-01,sports & recreations,461
2016-04-01,military,454
2016-04-01,philosophy,439
2016-04-01,nonfiction comics,425
2016-04-01,performing arts,397
2016-04-01,mythology,348
2016-04-01,juvenile nonfiction,332
2016-04-01,true crime,330
2016-04-01,new age,310
2016-04-01,cooking natural foods,310
2016-04-01,literary criticism,296
2016-04-01,home design & décor,286
2016-04-01,folklore,265
2016-04-01,finance,225
2016-04-01,autobiographies,222
2016-04-01,art,219
2016-04-01,gardening,218
2016-04-01,spanish language materials,208
2016-04-01,reference,206
2016-04-01,crafts,197
2016-04-01,music,169
2016-04-01,technology,166
2016-04-01,quick and easy cooking,156
2016-04-01,language arts,155
2016-04-01,careers,134
2016-04-01,education,131
2016-04-01,baking,129
2016-04-01,economics,125
2016-04-01,computer technology,120
2016-04-01,pets,114
2016-03-01,songs,1055
2016-03-01,cookbooks,952
2016-03-01,biography & autobiography,898
2016-03-01,history,730
2016-03-01,self-improvement,491
2016-03-01,business,475
2016-03-01,sociology,421
2016-03-01,health & fitness,342
2016-03-01,cooking,300
2016-03-01,cooking & food,286
2016-03-01,science,267
2016-03-01,travel,249
2016-03-01,psychology,237
2016-03-01,family & relationships,214
2016-03-01,humor (nonfiction),194
2016-03-01,religion & spirituality,180
2016-03-01,mythology,145
2016-03-01,medical,139
2016-03-01,politics,133
2016-03-01,nature,124
2016-03-01,home design & décor,116
2016-03-01,nonfiction comics,114
2016-03-01,spanish language materials,106
2016-02-01,biography & autobiography,1916
2016-02-01,cookbooks,1591
2016-02-01,history,1383
2016-02-01,songs,1114
2016-02-01,business,1022
2016-02-01,self-improvement,878
2016-02-01,health & fitness,725
2016-02-01,sociology,669
2016-02-01,humor (nonfiction),511
2016-02-01,family & relationships,510
2016-02-01,cooking & food,496
2016-02-01,science,443
2016-02-01,religion & spirituality,442
2016-02-01,psychology,409
2016-02-01,politics,402
2016-02-01,essays,361
2016-02-01,travel,358
2016-02-01,cooking,337
2016-02-01,performing arts,325
2016-02-01,new age,253
2016-02-01,sports & recreations,204
2016-02-01,cooking natural foods,194
2016-02-01,philosophy,191
2016-02-01,nature,189
2016-02-01,juvenile nonfiction,179
2016-02-01,mythology,163
2016-02-01,literary criticism,156
2016-02-01,medical,154
2016-02-01,spanish language materials,148
2016-02-01,art,146
2016-02-01,military,142
2016-02-01,folklore,139
2016-02-01,finance,138
2016-02-01,nonfiction comics,136
2016-02-01,crafts,131
2016-02-01,music,121
2016-02-01,technology,105
2016-02-01,true crime,103
2016-01-01,biography & autobiography,3777
2016-01-01,cookbooks,3434
2016-01-01,history,2922
2016-01-01,self-improvement,1900
2016-01-01,business,1860
2016-01-01,sociology,1497
2016-01-01,songs,1428
2016-01-01,health & fitness,1303
2016-01-01,cooking & food,1213
2016-01-01,religion & spirituality,1002
2016-01-01,science,951
2016-01-01,humor (nonfiction),894
2016-01-01,family & relationships,852
2016-01-01,psychology,846
2016-01-01,cooking,797
2016-01-01,politics,728
2016-01-01,travel,699
2016-01-01,essays,663
2016-01-01,military,544
2016-01-01,nonfiction comics,439
2016-01-01,performing arts,429
2016-01-01,nature,420
2016-01-01,medical,417
2016-01-01,mythology,368
2016-01-01,philosophy,368
2016-01-01,juvenile nonfiction,358
2016-01-01,new age,346
2016-01-01,sports & recreations,330
2016-01-01,literary criticism,316
2016-01-01,cooking natural foods,300
2016-01-01,true crime,289
2016-01-01,finance,284
2016-01-01,home design & décor,250
2016-01-01,folklore,244
2016-01-01,art,239
2016-01-01,crafts,239
2016-01-01,reference,238
2016-01-01,music,224
2016-01-01,spanish language materials,223
2016-01-01,technology,206
2016-01-01,quick and easy cooking,202
2016-01-01,language arts,200
2016-01-01,careers,169
2016-01-01,gardening,151
2016-01-01,pets,150
2016-01-01,baking,148
2016-01-01,computer technology,135
2016-01-01,education,119
2016-01-01,economics,112
2016-01-01,mathematics,108
2015-12-01,biography & autobiography,4700
2015-12-01,history,3360
2015-12-01,cookbooks,3147
2015-12-01,business,1912
2015-12-01,self-improvement,1821
2015-12-01,sociology,1567
2015-12-01,songs,1490
2015-12-01,cooking & food,1315
2015-12-01,science,1233
2015-12-01,health & fitness,1113
2015-12-01,religion & spirituality,1028
2015-12-01,humor (nonfiction),1010
2015-12-01,psychology,941
2015-12-01,travel,901
2015-12-01,family & relationships,840
2015-12-01,politics,802
2015-12-01,essays,769
2015-12-01,cooking,743
2015-12-01,military,685
2015-12-01,performing arts,548
2015-12-01,nature,492
2015-12-01,new age,489
2015-12-01,mythology,484
2015-12-01,nonfiction comics,457
2015-12-01,sports & recreations,416
2015-12-01,juvenile nonfiction,414
2015-12-01,medical,412
2015-12-01,literary criticism,398
2015-12-01,true crime,375
2015-12-01,philosophy,364
2015-12-01,folklore,268
2015-12-01,crafts,262
2015-12-01,art,262
2015-12-01,cooking natural foods,251
2015-12-01,finance,248
2015-12-01,reference,240
2015-12-01,technology,237
2015-12-01,baking,226
2015-12-01,music,212
2015-12-01,economics,170
2015-12-01,spanish language materials,168
2015-12-01,computer technology,167
2015-12-01,gardening,163
2015-12-01,mathematics,162
2015-12-01,quick and easy cooking,157
2015-12-01,language arts,152
2015-12-01,home design & décor,131
2015-12-01,careers,130
2015-12-01,pets,126
2015-12-01,education,117
2015-11-01,biography & autobiography,6442
2015-11-01,cookbooks,4770
2015-11-01,history,4253
2015-11-01,business,3075
2015-11-01,self-improvement,2660
2015-11-01,sociology,2147
2015-11-01,songs,1981
2015-11-01,cooking & food,1944
2015-11-01,humor (nonfiction),1698
2015-11-01,psychology,1580
2015-11-01,health & fitness,1506
2015-11-01,family & relationships,1451
2015-11-01,religion & spirituality,1370
2015-11-01,science,1338
2015-11-01,essays,1201
2015-11-01,travel,1172
2015-11-01,politics,1123
2015-11-01,cooking,1022
2015-11-01,performing arts,791
2015-11-01,military,777
2015-11-01,mythology,735
2015-11-01,new age,668
2015-11-01,nature,625
2015-11-01,juvenile nonfiction,623
2015-11-01,nonfiction comics,616
2015-11-01,sports & recreations,586
2015-11-01,medical,512
2015-11-01,literary criticism,505
2015-11-01,philosophy,492
2015-11-01,true crime,432
2015-11-01,crafts,419
2015-11-01,folklore,395
2015-11-01,finance,380
2015-11-01,cooking natural foods,377
2015-11-01,reference,374
2015-11-01,spanish language materials,351
2015-11-01,baking,326
2015-11-01,art,316
2015-11-01,technology,311
2015-11-01,music,270
2015-11-01,quick and easy cooking,250
2015-11-01,careers,232
2015-11-01,computer technology,230
2015-11-01,home design & décor,227
2015-11-01,language arts,223
2015-11-01,economics,214
2015-11-01,education,187
2015-11-01,gardening,180
2015-11-01,mathematics,171
2015-11-01,pets,169
2015-11-01,law,126
2015-10-01,biography & autobiography,4978
2015-10-01,cookbooks,3610
2015-10-01,history,3431
2015-10-01,business,2329
2015-10-01,self-improvement,2093
2015-10-01,songs,1927
2015-10-01,sociology,1617
2015-10-01,cooking & food,1477
2015-10-01,health & fitness,1325
2015-10-01,science,1311
2015-10-01,humor (nonfiction),1299
2015-10-01,family & relationships,1282
2015-10-01,psychology,1177
2015-10-01,religion & spirituality,1160
2015-10-01,travel,1079
2015-10-01,politics,1021
2015-10-01,essays,952
2015-10-01,cooking,813
2015-10-01,military,608
2015-10-01,performing arts,581
2015-10-01,nature,573
2015-10-01,mythology,528
2015-10-01,sports & recreations,519
2015-10-01,medical,466
2015-10-01,new age,458
2015-10-01,nonfiction comics,453
2015-10-01,juvenile nonfiction,445
2015-10-01,true crime,400
2015-10-01,philosophy,378
2015-10-01,literary criticism,347
2015-10-01,spanish language materials,335
2015-10-01,cooking natural foods,324
2015-10-01,reference,308
2015-10-01,folklore,294
2015-10-01,finance,278
2015-10-01,crafts,250
2015-10-01,art,240
2015-10-01,technology,225
2015-10-01,quick and easy cooking,217
2015-10-01,language arts,203
2015-10-01,baking,191
2015-10-01,music,182
2015-10-01,education,164
2015-10-01,economics,162
2015-10-01,mathematics,146
2015-10-01,pets,137
2015-10-01,careers,128
2015-10-01,home design & décor,128
2015-10-01,gardening,119
2015-10-01,law,112
2015-10-01,computer technology,112
2015-09-01,biography & autobiography,3030
2015-09-01,history,2392
2015-09-01,cookbooks,2029
2015-09-01,songs,1476
2015-09-01,business,1394
2015-09-01,self-improvement,1303
2015-09-01,sociology,1256
2015-09-01,health & fitness,942
2015-09-01,cooking & food,921
2015-09-01,travel,842
2015-09-01,science,768
2015-09-01,religion & spirituality,737
2015-09-01,family & relationships,639
2015-09-01,politics,637
2015-09-01,psychology,636
2015-09-01,cooking,558
2015-09-01,mythology,466
2015-09-01,military,464
2015-09-01,sports & recreations,440
2015-09-01,essays,419
2015-09-01,nature,416
2015-09-01,humor (nonfiction),404
2015-09-01,medical,325
2015-09-01,philosophy,278
2015-09-01,new age,275
2015-09-01,performing arts,255
2015-09-01,juvenile nonfiction,239
2015-09-01,literary criticism,231
2015-09-01,true crime,221
2015-09-01,crafts,214
2015-09-01,nonfiction comics,193
2015-09-01,folklore,188
2015-09-01,reference,181
2015-09-01,art,177
2015-09-01,spanish language materials,173
2015-09-01,technology,164
2015-09-01,careers,153
2015-09-01,quick and easy cooking,141
2015-09-01,finance,132
2015-09-01,cooking natural foods,130
2015-09-01,music,129
2015-09-01,education,127
2015-09-01,baking,120
2015-09-01,gardening,115
2015-09-01,language arts,112
2015-09-01,pets,107
2015-08-01,biography & autobiography,3573
2015-08-01,history,2510
2015-08-01,cookbooks,2222
2015-08-01,songs,1595
2015-08-01,business,1583
2015-08-01,self-improvement,1395
2015-08-01,sociology,1130
2015-08-01,cooking & food,1079
2015-08-01,health & fitness,1001
2015-08-01,religion & spirituality,907
2015-08-01,travel,896
2015-08-01,science,828
2015-08-01,family & relationships,686
2015-08-01,psychology,685
2015-08-01,humor (nonfiction),656
2015-08-01,politics,630
2015-08-01,cooking,554
2015-08-01,nature,509
2015-08-01,performing arts,452
2015-08-01,essays,443
2015-08-01,military,408
2015-08-01,mythology,386
2015-08-01,nonfiction comics,371
2015-08-01,sports & recreations,362
2015-08-01,true crime,325
2015-08-01,philosophy,324
2015-08-01,juvenile nonfiction,309
2015-08-01,new age,303
2015-08-01,literary criticism,267
2015-08-01,folklore,246
2015-08-01,cooking natural foods,242
2015-08-01,medical,239
2015-08-01,reference,237
2015-08-01,art,199
2015-08-01,technology,187
2015-08-01,home design & décor,169
2015-08-01,crafts,169
2015-08-01,quick and easy cooking,156
2015-08-01,spanish language materials,152
2015-08-01,finance,147
2015-08-01,music,147
2015-08-01,language arts,140
2015-08-01,computer technology,131
2015-08-01,mathematics,130
2015-08-01,gardening,128
2015-08-01,pets,127
2015-08-01,baking,125
2015-08-01,education,117
2015-08-01,careers,103
2015-08-01,economics,101
2015-07-01,biography & autobiography,4302
2015-07-01,history,3420
2015-07-01,cookbooks,3144
2015-07-01,business,2003
2015-07-01,self-improvement,1836
2015-07-01,songs,1687
2015-07-01,sociology,1558
2015-07-01,cooking & food,1350
2015-07-01,health & fitness,1311
2015-07-01,science,1163
2015-07-01,religion & spirituality,963
2015-07-01,politics,928
2015-07-01,travel,901
2015-07-01,psychology,891
2015-07-01,family & relationships,852
2015-07-01,humor (nonfiction),822
2015-07-01,military,702
2015-07-01,cooking,655
2015-07-01,essays,626
2015-07-01,sports & recreations,508
2015-07-01,performing arts,504
2015-07-01,nature,489
2015-07-01,mythology,435
2015-07-01,juvenile nonfiction,435
2015-07-01,true crime,422
2015-07-01,nonfiction comics,416
2015-07-01,philosophy,390
2015-07-01,new age,383
2015-07-01,medical,367
2015-07-01,cooking natural foods,339
2015-07-01,literary criticism,312
2015-07-01,art,304
2015-07-01,reference,292
2015-07-01,technology,282
2015-07-01,folklore,260
2015-07-01,gardening,246
2015-07-01,finance,240
2015-07-01,music,193
2015-07-01,baking,188
2015-07-01,careers,184
2015-07-01,spanish language materials,181
2015-07-01,crafts,165
2015-07-01,home design & décor,159
2015-07-01,quick and easy cooking,152
2015-07-01,computer technology,138
2015-07-01,pets,120
2015-07-01,language arts,120
2015-07-01,law,120
2015-07-01,economics,106
2015-07-01,education,104
2015-07-01,mathematics,103
2015-06-01,biography & autobiography,7199
2015-06-01,history,5015
2015-06-01,cookbooks,4411
2015-06-01,business,3328
2015-06-01,self-improvement,3127
2015-06-01,sociology,2117
2015-06-01,health & fitness,1978
2015-06-01,cooking & food,1882
2015-06-01,songs,1774
2015-06-01,religion & spirituality,1675
2015-06-01,humor (nonfiction),1580
2015-06-01,science,1563
2015-06-01,family & relationships,1526
2015-06-01,psychology,1428
2015-06-01,politics,1316
2015-06-01,travel,1313
2015-06-01,essays,1193
2015-06-01,military,1153
2015-06-01,cooking,1043
2015-06-01,sports & recreations,849
2015-06-01,mythology,805
2015-06-01,performing arts,761
2015-06-01,medical,706
2015-06-01,new age,675
2015-06-01,nature,659
2015-06-01,nonfiction comics,651
2015-06-01,philosophy,629
2015-06-01,juvenile nonfiction,580
2015-06-01,literary criticism,546
2015-06-01,technology,457
2015-06-01,cooking natural foods,453
2015-06-01,folklore,432
2015-06-01,reference,416
2015-06-01,true crime,412
2015-06-01,home design & décor,409
2015-06-01,finance,394
2015-06-01,art,360
2015-06-01,quick and easy cooking,316
2015-06-01,gardening,312
2015-06-01,spanish language materials,308
2015-06-01,baking,284
2015-06-01,careers,257
2015-06-01,crafts,257
2015-06-01,music,245
2015-06-01,education,235
2015-06-01,computer technology,227
2015-06-01,economics,222
2015-06-01,pets,196
2015-06-01,language arts,188
2015-06-01,mathematics,165
2015-06-01,law,133
2015-06-01,self help,122
2015-05-01,biography & autobiography,6969
2015-05-01,history,5211
2015-05-01,cookbooks,5051
2015-05-01,business,3577
2015-05-01,self-improvement,3137
2015-05-01,sociology,2370
2015-05-01,songs,2128
2015-05-01,cooking & food,2101
2015-05-01,health & fitness,2048
2015-05-01,religion & spirituality,1727
2015-05-01,psychology,1609
2015-05-01,travel,1594
2015-05-01,science,1577
2015-05-01,humor (nonfiction),1498
2015-05-01,family & relationships,1430
2015-05-01,politics,1330
2015-05-01,essays,1289
2015-05-01,military,1031
2015-05-01,cooking,990
2015-05-01,mythology,800
2015-05-01,new age,719
2015-05-01,medical,691
2015-05-01,philosophy,686
2015-05-01,performing arts,680
2015-05-01,sports & recreations,657
2015-05-01,nature,607
2015-05-01,juvenile nonfiction,575
2015-05-01,literary criticism,550
2015-05-01,cooking natural foods,540
2015-05-01,nonfiction comics,527
2015-05-01,reference,462
2015-05-01,true crime,456
2015-05-01,finance,442
2015-05-01,folklore,425
2015-05-01,gardening,414
2015-05-01,quick and easy cooking,394
2015-05-01,art,384
2015-05-01,technology,363
2015-05-01,home design & décor,327
2015-05-01,baking,316
2015-05-01,spanish language materials,315
2015-05-01,music,292
2015-05-01,careers,266
2015-05-01,crafts,261
2015-05-01,education,246
2015-05-01,pets,235
2015-05-01,computer technology,225
2015-05-01,mathematics,213
2015-05-01,language arts,204
2015-05-01,economics,200
2015-05-01,law,175
2015-05-01,self help,125
2015-04-01,biography & autobiography,4889
2015-04-01,cookbooks,3746
2015-04-01,history,3326
2015-04-01,business,2217
2015-04-01,self-improvement,2127
2015-04-01,songs,1978
2015-04-01,sociology,1594
2015-04-01,health & fitness,1394
2015-04-01,cooking & food,1370
2015-04-01,travel,1238
2015-04-01,religion & spirituality,1226
2015-04-01,science,1171
2015-04-01,psychology,1131
2015-04-01,humor (nonfiction),987
2015-04-01,family & relationships,926
2015-04-01,cooking,868
2015-04-01,politics,864
2015-04-01,essays,769
2015-04-01,military,719
2015-04-01,performing arts,516
2015-04-01,nonfiction comics,510
2015-04-01,nature,496
2015-04-01,juvenile nonfiction,490
2015-04-01,new age,487
2015-04-01,medical,464
2015-04-01,sports & recreations,440
2015-04-01,mythology,422
2015-04-01,philosophy,418
2015-04-01,cooking natural foods,390
2015-04-01,literary criticism,366
2015-04-01,quick and easy cooking,328
2015-04-01,reference,307
2015-04-01,spanish language materials,292
2015-04-01,folklore,291
2015-04-01,art,280
2015-04-01,finance,277
2015-04-01,gardening,269
2015-04-01,true crime,253
2015-04-01,technology,234
2015-04-01,crafts,234
2015-04-01,music,233
2015-04-01,baking,218
2015-04-01,mathematics,199
2015-04-01,computer technology,195
2015-04-01,pets,183
2015-04-01,language arts,166
2015-04-01,education,158
2015-04-01,economics,141
2015-04-01,home design & décor,141
2015-04-01,law,138
2015-03-01,biography & autobiography,3298
2015-03-01,history,2909
2015-03-01,cookbooks,2857
2015-03-01,songs,1933
2015-03-01,business,1727
2015-03-01,self-improvement,1720
2015-03-01,sociology,1339
2015-03-01,cooking & food,1132
2015-03-01,health & fitness,1116
2015-03-01,psychology,935
2015-03-01,family & relationships,907
2015-03-01,religion & spirituality,904
2015-03-01,science,876
2015-03-01,travel,850
